rank,workflow_id,title,process_area,file,monthly_hours_low,monthly_hours_high,fte_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
2279,W3881,"CDP Strategy, Architecture & Governance",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2280,W3882,Customer Data Ingestion & Source-System Integration,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2281,W3883,Customer Identity Resolution & Profile Stitching,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2282,W3884,Customer Golden Record & Master Profile Management,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2283,W3885,"Customer Consent, Preference & Compliance Center",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2284,W3886,"Customer Data Quality, Deduplication & Hygiene",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2285,W3887,"CDP Data Model, Taxonomy & Segmentation Foundation",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2286,W3888,"CDP Platform Operations, Security & Access Governance",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.1-cdp-architecture-ingestion-identity-resolution.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2287,W3889,Customer Segmentation & Targeting Operations,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2288,W3890,Real-Time Customer Profile & Next-Best-Action Serving,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2289,W3891,Audience Activation & Cross-Channel Syndication,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2290,W3892,Personalization & Recommendation Engine Operations,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2291,W3893,Customer Journey Orchestration & Trigger Management,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2292,W3894,"Customer Lifetime Value, Churn & Propensity Modeling",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2293,W3895,"Marketing Analytics, Attribution & Experimentation",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2294,W3896,"Campaign & Offer Measurement (Lift, ROI)",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.2-segmentation-activation-personalization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2295,W3897,Customer 360 Consumption & Self-Service Access,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2296,W3898,B2B / Trade & Key-Account Profile Enrichment,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,0,2,0.0,0.0,0,live,
2297,W3899,Loyalty Program Data & Tier/Behavior Enrichment,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2298,W3900,Data Subject Access Request (DSAR) & Consumer Rights Workflow,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2299,W3901,"Customer Data Privacy, Consent Audit & DPIA",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2300,W3902,"Customer Data Retention, Archival & Purge",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2301,W3903,Customer Analytics & Insights Reporting,VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2302,W3904,"CDP Value Realization, ROI & Continuous Improvement",VS-126-customer-data-platform-single-customer-view-identity-resolution,01-model-company/workflows/VS-126-customer-data-platform-single-customer-view-identity-resolution/PA-126.3-customer-360-consumption-privacy-analytics.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2303,W3905,"S&OP/IBP Strategy, Operating Rhythm & Governance",VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2304,W3906,Demand Planning & Statistical Baseline Forecasting,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2305,W3907,Demand Consensus Review (Sales/Marketing/Merchandising/Finance),VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2306,W3908,New-Product Introduction (NPI) & Phase-In/Phase-Out Forecasting,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2307,W3909,Promotional & Event Demand Modeling,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2308,W3910,Demand Sensing & Short-Cycle Forecast Adjustment,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2309,W3911,Forecast Accuracy Measurement & Bias Correction,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2310,W3912,Constrained Demand Plan & Gap-to-Target Analysis,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.1-sop-framework-demand-consensus-forecasting.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2311,W3913,Supply Review & Capacity/Constraints Plan,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2312,W3914,Inventory & Replenishment Plan Reconciliation,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2313,W3915,"Sourcing, Import & Lead-Time Constraint Planning",VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2314,W3916,Pre-S&OP Reconciliation & Issue Escalation,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2315,W3917,Scenario Modeling & What-If Analysis,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2316,W3918,Rough-Cut Capacity & Financial Constraints Plan,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2317,W3919,Executive S&OP Review & Decision Meeting,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2318,W3920,S&OP Plan Publication & Cross-Function Alignment,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.2-supply-reconciliation-pre-sop-scenario-planning.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2319,W3921,Financial Reconciliation to Plan (Revenue/Margin/Inventory Budget),VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2320,W3922,Merchandise Financial Plan & Open-to-Buy Alignment,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2321,W3923,Supply-Chain Design & Network/Inventory Strategy Input,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2322,W3924,Working-Capital & Inventory Investment Planning,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2323,W3925,"S&OP KPIs, Scorecard & Performance Reporting",VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2324,W3926,S&OP Plan-vs-Actual Variance & Root-Cause Review,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2325,W3927,"S&OP Data, Tooling & Model Maintenance",VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2326,W3928,S&OP Maturity Assessment & Continuous Improvement,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.3-ibp-financial-integration-performance-improvement.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2327,W5489,Typhoon & Calamity Demand-Surge Forecasting and Pre-Positioning,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,1,0,0.0,0.0,1,live,
2328,W5490,Ber-Months (September–December) Seasonal Ramp Planning,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2329,W5491,"Summer Season (Aircon, Garden & Dry-Season Construction) Planning",VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2330,W5492,Inter-Island Inventory Rebalancing and Allocation Under Disruption,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,1,0,0.0,0.0,2,live,
2331,W5493,B2B / Trade-Project Demand Induction into the Consensus Plan,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2332,W5494,New-Store-Opening Demand Induction and Initial-Stock S&OP,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2333,W5495,Vendor-Managed Inventory (VMI) and Consignment S&OP Integration,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2334,W5496,Government-Mandated Price Events and Calamity Price-Freeze S&OP Response,VS-127-sales-operations-planning-integrated-business-planning,01-model-company/workflows/VS-127-sales-operations-planning-integrated-business-planning/PA-127.4-calamity-seasonality-and-philippine-retail-demand-supply-dynamics.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,1,live,
2335,W3929,"AI/ML Strategy, Operating Model & Governance Framework",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2336,W3930,"AI/ML Policy, Standards & Risk Appetite",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2337,W3931,"AI Model Inventory, Registry & Tiering",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2338,W3932,Model Risk Management & Independent Validation,VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2339,W3933,"AI/ML Roles, Ownership & the Three Lines of Defense",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2340,W3934,"AI/ML Vendor, Open-Source & Foundation-Model Governance",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2341,W3935,"AI/ML Budget, Platform & Talent Strategy",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2342,W3936,AI Maturity Assessment & Continuous Improvement,VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.1-ai-strategy-governance-framework-model-risk.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2343,W3937,"AI Fairness, Bias Testing & Non-Discrimination",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2344,W3938,"AI Explainability, Transparency & Customer Disclosure",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2345,W3939,"AI Data Governance, Privacy (RA 10173) & Consent for Profiling",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2346,W3940,"AI Safety, Robustness & Adversarial/Failure Management",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2347,W3941,"Human Oversight, Intervention & the Human-in-the-Loop",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2348,W3942,"Generative AI & Content Governance (IP, Hallucination, Misuse)",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2349,W3943,AI Incident Management & Adverse-Outcome Response,VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2350,W3944,"AI Regulatory & Standards Monitoring (ISO 42001, NIST AI RMF, future PH AI rules)",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.2-responsible-ai-fairness-explainability-privacy-safety.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2351,W3945,AI/ML Development Lifecycle & Responsible-by-Design Controls,VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2352,W3946,"AI Testing, Evaluation & Pre-Deployment Assurance",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2353,W3947,"AI Monitoring, Drift Detection & Performance in Production",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2354,W3948,"AI Change, Re-training & Model Retirement",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2355,W3949,"AI Controls Assurance, Audit Support & Internal Audit",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2356,W3950,"AI Security, Adversarial Threats & Data Protection",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2357,W3951,"AI Performance, Value Realization & ROI Analytics",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2358,W3952,"AI Ethics Review Board, Stakeholder Engagement & Continuous Improvement",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2359,W5513,"Agent Shadow & Canary Evaluation, Graduation & Autonomy-Tier Ratification",VS-128-ai-ml-governance-responsible-ai,01-model-company/workflows/VS-128-ai-ml-governance-responsible-ai/PA-128.3-ai-lifecycle-operations-assurance-value-realization.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,6,live,
2360,W3953,"Competition & Antitrust Compliance Program Strategy, Governance & Operating Model",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2361,W3954,"Market Definition, Market Share & Market Power Assessment",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2362,W3955,Pricing & Promotional Conduct Competition Risk Assessment,VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2363,W3956,Vendor / Trade-Partner Vertical-Restraint & RPM Risk Assessment,VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2364,W3957,"Association, Trade-Body & Competitor-Interaction Risk Assessment",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2365,W3958,"Procurement, Buyer-Power & Supplier-Coordination Risk Assessment",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2366,W3959,"Digital, Marketplace & Platform Competition Risk Assessment",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2367,W3960,"Competition Law Training, Awareness & Culture Program",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.1-competition-risk-assessment-market-power-and-exposure-analysis.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2368,W3961,Pricing Decision & Competitor-Information-Exchange Controls,VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2369,W3962,"Vendor Agreement, RPM & Exclusivity Clause Review & Contract Controls",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2370,W3963,"Joint Venture, Strategic Alliance & Cooperation Agreement Clearance",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2371,W3964,"Trade / B2B Distribution, Resale & Channel Pricing Compliance Controls",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
